quote,book title,author
If you want to make a name for yourself in software development—the type of name that can help you secure employment—focus your attention on making quality contributions to open-source projects.,﻿So Good They Can't Ignore You,Cal Newport
a good mission-driven project must be remarkable in two different ways.,﻿So Good They Can't Ignore You,Cal Newport
"for a project to transform a mission into a success, it should be remarkable in two ways. First, it must literally compel people to remark about it. Second, it must be launched in a venue conducive to such remarking.",﻿So Good They Can't Ignore You,Cal Newport
"It’s more important to become good at something rare and valuable, and then invest the career capital this generates into the type of traits that make a job great.",﻿So Good They Can't Ignore You,Cal Newport
"For them, something as basic as choosing a major became weighted with cosmic significance.",﻿So Good They Can't Ignore You,Cal Newport
"It’s possible, in other words, that his amazing intellect was less about a gift from God and more about a dedication to deliberate practice. Motivated by my research and examples",﻿So Good They Can't Ignore You,Cal Newport
"Strain, I now accepted, was good. Instead of seeing this discomfort as a sensation to avoid, I began to understand it the same way that a body builder understands muscle burn:",﻿So Good They Can't Ignore You,Cal Newport
The sheet has a row for each month on which I keep a tally of the total number of hours I’ve spent that month in a state of deliberate practice.,So Good They Can't Ignore You,Cal Newport
Working right trumps finding the right work—it’s,So Good They Can't Ignore You,Cal Newport
"Don’t obsess over discovering your true calling. Instead, master rare and valuable skills. Once you build up the career capital that these skills generate, invest it wisely.",The Ride of a Lifetime,Robert Iger;
"If you run a business or manage a team or collaborate with others in pursuit of a common goal, this book might be helpful to you.",The Ride of a Lifetime,Robert Iger;
I was determined not to live a life of disappointment.,The Ride of a Lifetime,Robert Iger;
"you can’t pretend to be someone you’re not or to know something you don’t. You’re also in a position of leadership, though, so you can’t let humility prevent you from leading.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"“The basic difference between an ordinary man and a warrior is that a warrior takes everything as a challenge while an ordinary man takes everything either as a blessing or a curse,”",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
people who are exceptionally good in business aren’t so because of what they know but because of their insatiable need to know more. The,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
people who are exceptionally good in business aren’t so because of what they know but because of their insatiable need to know more.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"This book is a guide for those who see the development of an extraordinary business as a never-ending inquiry, an ongoing investigation, an active engagement with a world of forces, within us and without,",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"Why is it that with all the information available today on how to be successful in small business, so few people really are? This book answers those questions. It’s about four profound ideas,",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
E-Myth—which says that small businesses are started by entrepreneurs risking capital to make a profit. This is simply not so.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"When it is systematized and applied purposely by a small business owner, the Business Development Process has the power to transform any small business into an incredibly effective organization.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
The first change that needs to take place has to do with your idea of what a business really is and what it takes to make one work.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"Why am I working for this guy? Hell, I know as much about this business as he does. If it weren’t for me, he wouldn’t have a business.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"Once you were stricken with an Entrepreneurial Seizure, there was no relief.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"That Fatal Assumption is: if you understand the technical work of a business, you understand a business that does that technical work.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"every technician suffering from an Entrepreneurial Seizure experiences exactly the same thing. First, exhilaration; second, terror; third, exhaustion; and, finally, despair.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"The problem is that everybody who goes into business is actually three-people-in-one: The Entrepreneur, The Manager, and The Technician.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"Where The Entrepreneur thrives on change, The Manager compulsively clings to the status quo.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
It is the tension between The Entrepreneur’s vision and The Manager’s pragmatism that creates the synthesis from which all great works are born.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"If The Entrepreneur lives in the future and The Manager lives in the past, The Technician lives in the present.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
most businesses are not run according to this principle. Instead most businesses are operated according to what the owner wants as opposed to what the business needs.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"If your business depends on you, you don’t own a business—you have a job.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
“The purpose of going into business is to get free of a job so you can create jobs for other people.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
“The purpose of going into business is to expand beyond your existing horizons. So you can invent something that satisfies a need in the marketplace that has never been satisfied before.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
you begin to realize that no one cares about your business the way you do. That no one is willing to work as hard as you work.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"‘getting small again’ is the natural inclination of The Technician-turned-owner to shrink from the unknown, to shrink from the business she has created,",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
for IBM to become a great company it would have to act like a great company long before it ever became one.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"Entrepreneurial Perspective adopts a wider, more expansive scale.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
Entrepreneurial Model? It’s a model of a business that fulfills the perceived needs of a specific segment of customers in an innovative way.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
The Business Format Franchise not only lends its name to the smaller enterprise but it also provides the franchisee with an entire system of doing business.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
How could the components of the prototype be constructed so that it could be assembled at a very low cost with totally interchangeable parts?,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
The Franchise Prototype is also the place where all assumptions are put to the test to see how well they work before becoming operational in the business.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"if the franchisor has designed the business well, every problem has been thought through. All that’s left for the franchisee to do is learn how to manage the system.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"At Ray Kroc’s McDonald’s, every possible detail of the business system was first tested in the Prototype, and then controlled to a degree never before possible in a people-intensive business.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
The point is: your business is not your life.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It (Michael E. Gerber),The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
How can I give my customer the results he wants systematically rather than personally?,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
How can I create a business whose results are systems-dependent rather than people-dependent?,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
great businesses are not built by extraordinary people but by ordinary people doing extraordinary things.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"In one test, Cheskin showed that a triangle produced far fewer sales than a circle, and a crest outproduced both by a significant margin!",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"The shape of your sign, your logo, the type style used on your business cards will have a significant impact on sales whether you care to think about it or not!",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"Most importantly, to successfully develop a serious business you need a process, a practice, by which to obtain that information and, once obtained, a method with which to put that information to use in your business",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
I would suddenly have to ask the question: How must my business-as-a-product work in order for it to successfully attract not only customers but also employees who want to work there?,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"our clients have consistently discovered, blue suits outsell brown suits!",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
Innovation is the heart of every exceptional business. Innovation continually poses the question: What is standing in the way of my customer getting what he wants from my business?,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"In short, the definition of a franchise is simply your unique way of doing business.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"Innovation, Quantification, and Orchestration are the backbone of every extraordinary business.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"“The difference between a warrior and an ordinary man is that a warrior sees everything as a challenge, while an ordinary man sees everything as either",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"“The difference between a warrior and an ordinary man is that a warrior sees everything as a challenge, while an ordinary man sees everything as either",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"“The difference between a warrior and an ordinary man is that a warrior sees everything as a challenge, while an ordinary man sees everything as either a blessing or a curse.”",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It (Michael E. Gerber),The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"In fact, there is ultimately only one reason to create a business of your own, and that is to sell it!",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
Does the business I have in mind alleviate a frustration experienced by a large enough group of consumers to make it worth my while?,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
The commodity is the thing your customer actually walks out with in his hand. The product is what your customer feels as he walks out of your business.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"The truth is, nobody’s interested in the commodity. People buy feelings.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"If everybody’s doing everything, then who’s accountable for anything? If Jack and Murray are partners, who’s in charge?",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"What Jack and Murray don’t understand is that without an Organization Chart, everything hinges on luck and good feelings, on the personalities of the people and the goodwill they share.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"the work the occupant of that position is accountable for, a list of standards by which the results are to be evaluated, and a line for the signature of the person who agrees to fulfill those accountabilities.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
integrity toward a cohesive and sensible whole.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"That a business is like a martial arts practice hall, a dojo, a place you go to practice being the best you can",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
that people—your people—do not simply want to work for exciting people.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
They want to work for people who have created a clearly defined structure for acting in the world.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"If it’s to be seen as serious, the game has to come first; what your people do, second.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"What most people need, then, is a place of community that has purpose, order, and meaning.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"That in order to get your people to do what you want, you’ll first have to create an environment that will make it possible?",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"When it comes to marketing, what you want is unimportant. It’s what your customer wants that matters.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"The question then becomes: If my customer doesn’t know what he wants, how can I? The answer is, you can’t! Not unless you know more about him than he does about himself.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
Research shows that the navy suit is perhaps the most powerful suit a person can wear in business.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
Each demographic model has a specific set,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
Each demographic model has a specific set of perceptions that are identifiable in advance.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"“In some companies that process is called Lead Generation, Lead Conversion, Client Fulfillment. “In your business, Sarah, it’s called Marketing, Sales, and Operations.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"“To deliver the promise no one else in your industry dares to make! “That’s what marketing is,",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"system is a set of things, actions, ideas, and information that interact with each other, and in so doing, alter other systems.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
The Power Point Selling System is composed of two parts: Structure and Substance. Structure is what you do. Substance is how you do it.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
“every written or verbal communication with anyone who comes into contact with your business is a Soft System.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
Freedom does not come automatically; it is achieved. And it is not gained in a single bound; it must be achieved each day.,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"We can only change our lives and create a world of our own if we first understand how such a world is constructed, how it works, and the rules of the game.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"It’s time to act. Because until you do, you won’t understand it.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"When you hear something, you will forget it. When you see something, you will remember it. But not until you do something, will you understand it.",The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
"what you’ll discover when you look at your business through your E-Myth eyes is that the gap is always created by the absence of systems, the absence of a proprietary way of doing business that successfully differentiates your business from everyone else’s.",The 21 Irrefutable Laws of Leadership,John C. Maxwell
The thing I love about writing books is that it allows me to “talk” to many people I will never personally meet.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
I had a passion to add value to people that energized me to write.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
I see leadership primarily as a form of service and had never identified a law to teach that principle.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
"The lower an individual’s ability to lead, the lower the lid on his potential.",The 21 Irrefutable Laws of Leadership,John C. Maxwell
Their thinking patterns clamped a lid down on what they could do and become.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
"The higher you want to climb, the more you need leadership. The",The 21 Irrefutable Laws of Leadership,John C. Maxwell
"The higher you want to climb, the more you need leadership.",The 21 Irrefutable Laws of Leadership,John C. Maxwell
"The greater the impact you want to make, the greater your influence needs to be.",The 21 Irrefutable Laws of Leadership,John C. Maxwell
Leadership ability is always the lid on personal and organizational effectiveness.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
Personal and organizational effectiveness is proportionate to the strength of leadership.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
"if you don’t have influence, you will never be able to lead others.",The 21 Irrefutable Laws of Leadership,John C. Maxwell
“It’s not the position that makes the leader; it’s the leader that makes the position.”,The 21 Irrefutable Laws of Leadership,John C. Maxwell
"In my career, each time I entered a new leadership position, I immediately started building relationships.",The 21 Irrefutable Laws of Leadership,John C. Maxwell
in voluntary organizations the thing that works is leadership in its purest form: influence.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
Being put in charge is not the same as being a leader.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
“The secret of success in life is for a man to be ready for his time when it comes.”,The 21 Irrefutable Laws of Leadership,John C. Maxwell
"Balancing optimism and realism, intuition and planning, faith and fact can be very difficult. But that’s what it takes to be effective as a navigating leader.",The 21 Irrefutable Laws of Leadership,John C. Maxwell
"Set aside a time to reflect every week, examining your calendar or journal to jog your memory.",The 21 Irrefutable Laws of Leadership,John C. Maxwell
The bottom line in leadership isn’t how far we advance ourselves but how far we advance others.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
Trust is the foundation of leadership. That’s the Law of Solid Ground.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
All leaders have a certain amount of change in their pocket when they start in a new Leadership position. Whatever they do either builds up their change or depletes it.,The 21 Irrefutable Laws of Leadership,John C. Maxwell
"To build trust, a leader must exhibit competence, connection, and character.",The Ride of a Lifetime,Robert Iger;
"but those instances in which you find yourself hoping that something will work without being able to convincingly explain to yourself how it will work—that’s when a little bell should go off, and you should walk yourself through some clarifying questions.",The Ride of a Lifetime,Robert Iger;
"As a leader, you should want those around you to be eager to rise up and take on more responsibility, as long as dreaming about the job they want doesn’t distract them from the job they have.",The Ride of a Lifetime,Robert Iger;
Sometimes it’s worth talking through their reservations and patiently responding to their concerns. Other times you simply need to communicate that you’re the boss and you want this done.,The Ride of a Lifetime,Robert Iger;
"What struck me, and what was invaluable in my own education, was his ability to see the big picture as well as the granular details at the same time, and consider how one affected the other.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
The life-cycle investment guide described in Part Four gives individuals of all age groups specific portfolio recommendations,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
It is the definition of the time period for the investment return and the predictability of the returns that often distinguish an investment from a speculation.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
successful investor is generally a well-rounded individual who puts a natural curiosity and an intellectual interest to work.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
pros in the investment community have used one of two approaches to asset valuation: the firm-foundation theory or the castle-in-the-air theory.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"Keynes, in other words, applied psychological principles rather than financial evaluation to the study of the stock market.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"What is hard to avoid is the alluring temptation to throw your money away on short, get-rich-quick speculative binges.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"First, conglomerates could not always control their far-flung empires.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
for the acquiring company has to have an earnings multiple larger than the acquired company if the ploy is to work at all.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
The proliferation of publications was a classic sign of a speculative bubble.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"since much of the cost is buried in the spread between a dealer’s “bid” price, the price at which a customer could sell, and the “asked” price, the price at which a customer could buy.)",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"The key to investing is not how much an industry will affect society or even how much it will grow, but rather its ability to make and sustain profits.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
Credit boom bubbles are the ones that pose the greatest danger to real economic activity.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
the stock market is not a voting mechanism but a weighing mechanism.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"“Prices move in trends, and trends tend to continue until something happens to change the supply-demand balance.”",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
the starting point for the security analyst is a study of industry prospects.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"A useful rule, called “the rule of 72,” provides a shortcut way to determine how long it takes for money to double. Take the interest rate you earn and divide it into the number 72,",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
there’s always the fact that it gets harder and harder to grow at the same percentage rate.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"A rational investor should pay a higher price for a share, other things equal, the larger the proportion of a company’s earnings paid out in cash dividends or used to buy back stock.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"to attract investors from high-yielding bonds, stock must offer bargain-basement prices.*",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"rational investor should pay a higher price for a share, other things equal, the lower the interest rates.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"A rational (and risk-averse) investor should pay a higher price for a share, other things equal, the less risky the company’s stock.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"Look for growth situations with low price-earnings multiples. If the growth takes place, there’s often a double bonus—both",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
ask yourself whether the story about your stock is one that is likely to catch the fancy of the crowd. Is it a story from which contagious dreams can be generated?,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
present value of any flow of future dividend returns will be lower when current interest rates are relatively high.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition) (Burton G. Malkiel),A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"The question usually rankles professors, who think of themselves as passing up worldly riches to engage in such an obviously socially useful occupation as teaching.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
stock prices behave very much like a random walk.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"be sure, when an analyst says “buy” he may mean “hold,” and when he says “hold” he probably means this as a euphemism for “dump this piece of crap as soon as possible.”",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"analyst recommendations are tainted by the very profitable investment banking relationships of the brokerage firms. Several studies have assessed the accuracy of analysts’ stock selections. Brad Barber of the University of California studied the performance of the “strong buy” recommendations of Wall Street analysts and found it nothing short of “disastrous.” Indeed, the analysts’ strong buy recommendations underperformed the market as a whole by 3 percent per month, while their sell recommendations outperformed the markets by 3.8 percent per month. Even worse, researchers at Dartmouth and Cornell found that stock recommendations of Wall Street firms without",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
analyst recommendations are tainted by the very profitable investment banking relationships of the brokerage firms.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
A study from Investors.com found that investors lost over 50 percent when they followed the advice of an analyst employed by a Wall Street firm that managed or co-managed the initial public offering of the recommended stock.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"risk alone, determines the degree to which returns will be above or below average.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
financial risk has generally been defined as the variance or standard deviation of returns.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
anything less than perfect positive correlation can potentially reduce risk.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
theory—can reap even greater protection because the movement of foreign economies is not always synchronous with that of the U.S.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
overall portfolio risk is reduced by the addition of a small amount of riskier foreign securities.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
Investors who limited their portfolios to stocks in developed economies failed to earn satisfactory returns.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
there is no premium for bearing risks that can be diversified away.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
The beta calculation is essentially a comparison between the movements of an individual stock (or portfolio) and the movements of the market as a whole.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"The only part of total risk that investors will get paid for bearing is systematic risk, the risk that diversification cannot help.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"Thus, the capital-asset pricing model says that returns (and, therefore, risk premiums) for any stock (or portfolio) will be related to beta, the systematic risk that cannot be diversified away.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
diversified portfolios made up of stocks with large amounts of unsystematic risk would give larger returns than equally risky portfolios of stocks with less unsystematic risk.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"The CAPM then asserts that to get a higher average long-run rate of return, you should just increase the beta of your portfolio.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
This last is the fancy word used to describe people who profit from any deviation of market prices from their rational value.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"They found that the more individual investors traded, the worse they did.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
People are prone to attribute any good outcome to their own abilities. They tend to rationalize bad outcomes as resulting from unusual external events.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
players were willing to sell their cards were systematically higher for those who chose their cards than for the group who had simply been given a card.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
the probability that somebody belongs to both category A and category B is less than or equal to the probability that she belongs to category A alone.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"experiment, subjects have been shown to underuse the knowledge of base rates when making predictions.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"As communist economies have discovered to their dismay, an all-powerful central planner cannot possibly achieve any semblance of market efficiency in deciding what goods to produce and how resources should be allocated.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
people said actually changed what subjects believed they saw.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
Mutual-fund managers have a tendency to follow the same strategies and herd into the same stocks.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
One of the most important lessons of behavioral finance is that individual investors must avoid being carried away by herd behavior.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"When doctors are faced with decisions regarding treatment options for people with cancer, different choices tend to be made if the problem is stated in terms of survival probabilities rather than mortality probabilities.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
This reluctance to take losses is clearly non-optimal according to rational investment theory,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"you are contemplating making a stock trade (and you are married), ask your wife whether you should do it.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
