quote,book title,author
men tended to be more overconfident and trade far more frequently than women.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"If growth does materialize, both the earnings and the earnings multiple will likely increase, giving the investor a double benefit. Buying a high-multiple stock whose earnings growth fails to materialize subjects investors to a double whammy.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
Stocks that sell at low ratios of price to book value tend to produce higher future returns.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
stock returns is the tendency over long periods of time for small-company stocks to generate larger returns than those of large-company stocks.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
there was very strong statistical evidence of return reversals.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
High-beta portfolios do not produce higher returns than low-beta ones.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"There is considerable evidence of “reversion to the mean,” and periods of excess performance are often followed by periods of disappointing results.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
The single most important thing you can do to achieve financial security is to begin a regular savings program and to start it as early as possible.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"To get rich, you will have to do it slowly, and you have to start now.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
Start saving early and save regularly. Live modestly and don’t touch the money that’s been set aside.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"For individuals, home and auto insurance are a must. So is health and disability insurance.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
My advice is to buy renewable term insurance; you can keep renewing your policy without the need for a physical examination.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
You do not need an insurance agent.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
Money-market mutual funds often provide investors the best instrument for parking their cash reserves.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"If you find yourself lucky enough to be in the highest federal tax bracket, you will find tax-exempt money-market funds to be the best vehicle for your reserve funds.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
take advantage of every opportunity to make your savings tax-deductible,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"My advice is to save as much as you can through these tax-sheltered means. Use up any other savings you may have for current living expenses,",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
High investment rewards can be achieved only at the cost of substantial risk-taking.,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"In all likelihood, your sleeping point will be greatly influenced by the way a loss would affect your financial survival.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"Finally, real estate returns seem to be higher than stock returns during periods when inflation is accelerating,",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"Finally, real estate returns seem to be higher than stock returns during periods when inflation is accelerating, but do less well during periods of disinflation.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"zero coupons or simply zeros because owners receive no periodic interest payments, as they do in a regular interest-coupon-paying bond.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"I suggest that you buy new issues rather than already outstanding securities. New-issue yields are usually a bit sweeter than the yields of seasoned outstanding bonds, and you avoid paying transactions charges on new issues.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
"risk within reasonable bounds by sticking with issues rated at least A by Moody’s and Standard & Poor’s rating services. Also consider so-called AMT bonds. These bonds are subject to the alternative minimum (income) tax and, therefore, are not attractive to individuals who have sheltered a significant part of their income from tax. But if you are not subject to the alternative minimum tax, you can get some extra yield from holding AMT bonds. There is one nasty “heads I win, tails you lose” feature of bonds. If interest rates go up, the price of your bonds will go down. But if interest rates go down, the issuer can often “call” the bonds away from you (repay the debt early) and then issue new bonds at lower rates.",A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing (Eleventh Edition),Burton G. Malkiel
